Nummer;Klas;Tekstnaam;Veld;Code;Veldnummer;Verbandnummer;Dataset
35I3;3G2;Geld;?;o;4;0;JOL2-2
26I4F;3G2;Metro;?;o;3;0;JOL2-2
102;1;Metro;?;o;2;0;Veni
203;2;Metro;?;o;2;0;Veni
218;2;Metro;?;o;2;0;Veni
220;2;Metro;?;o;2;0;Veni
228;2;Metro;?;o;2;0;Veni
416;4;Metro;?;o;2;0;Veni
418;4;Metro;?;o;2;0;Veni
522;5;Metro;?;o;2;0;Veni
524;5;Metro;?;o;2;0;Veni
527;5;Metro;?;o;2;0;Veni
602;6;Metro;?;o;2;0;Veni
710;7;Metro;?;o;2;0;Veni
807;8;Metro;?;o;2;0;Veni
914;9;Metro;?;o;2;0;Veni
918;9;Metro;?;o;2;0;Veni
921;9;Metro;?;o;2;0;Veni
925;9;Metro;?;o;2;0;Veni
926;9;Metro;?;o;2;0;Veni
1002;10;Metro;?;o;2;0;Veni
1006;10;Metro;?;o;2;0;Veni
1007;10;Metro;?;o;2;0;Veni
1101;11;Metro;?;o;2;0;Veni
1211;12;Metro;;o;2;0;Veni
1307;13;Metro;?;o;2;0;Veni
1315;13;Metro;?;o;2;0;Veni
1418;14;Metro;?;o;2;0;Veni
1705;17;Metro;;o;2;0;Veni
1715;17;Metro;;o;2;0;Veni
1817;18;Metro;?;o;2;0;Veni
1819;18;Metro;?;o;2;0;Veni
1825;18;Metro;?;o;2;0;Veni
1920;19;Metro;;o;2;0;Veni
2002;20;Metro;?;o;2;0;Veni
2023;20;Metro;?;o;2;0;Veni
2104;21;Metro;;o;2;0;Veni
2107;21;Metro;?;o;2;0;Veni
2108;21;Metro;?;o;2;0;Veni
2114;21;Metro;?;o;2;0;Veni
2203;22;Metro;?;o;2;0;Veni
2304;23;Metro;?;o;2;0;Veni
2413;MA3B ;Metro;?;o;2;0;Veni
2418;MA3B ;Metro;?;o;2;0;Veni
2420;MA3B ;Metro;?;o;2;0;Veni
2502;H4B;Metro;?;o;2;0;Veni
2605;V2B;Metro;?;o;2;0;Veni
2613;V2B;Metro;?;o;2;0;Veni
2803;A3A;Metro;?;o;2;0;Veni
2807;A3A;Metro;?;o;2;0;Veni
2813;A3A;Metro;?;o;2;0;Veni
2814;A3A;Metro;?;o;2;0;Veni
2820;A3A;Metro;?;o;2;0;Veni
2825;A3A;Metro;?;o;2;0;Veni
3102;H4NE3;Metro;?;o;2;0;Veni
3106;H4NE3;Metro;?;o;2;0;Veni
3107;H4NE3;Metro;?;o;2;0;Veni
3112;H4NE3;Metro;?;o;2;0;Veni
3203;VG2A;Metro;?;o;2;0;Veni
3205;VG2A;Metro;?;o;2;0;Veni
3207;VG2A;Metro;?;o;2;0;Veni
3316;V3X;Metro;?;o;2;0;Veni
3711;hv3b;Metro;?;o;2;0;Veni
3714;hv3b;Metro;?;o;2;0;Veni
3807;A2B;Metro;?;o;2;0;Veni
3812;A2B;Metro;?;o;2;0;Veni
3823;A2B;Metro;?;o;2;0;Veni
4004;v4hg;Metro;?;o;2;0;Veni
4012;v4hg;Metro;?;o;2;0;Veni
4018;v4hg;Metro;?;o;2;0;Veni
4024;v4hg;Metro;?;o;2;0;Veni
4105;h4b;Metro;?;o;2;0;Veni
4106;h4b;Metro;?;o;2;0;Veni
4122;h4b;Metro;?;o;2;0;Veni
4206;A2B;Metro;?;o;2;0;Veni
4219;A2B;Metro;?;o;2;0;Veni
4301;havo4;Metro;?;o;2;0;Veni
4408;2V2A;Metro;?;o;2;0;Veni
4411;2V2A;Metro;?;o;2;0;Veni
4702;V2BGS;Metro;?;o;2;0;Veni
4712;V2BGS;Metro;?;o;2;0;Veni
4716;V2BGS;Metro;?;o;2;0;Veni
4717;V2BGS;Metro;?;o;2;0;Veni
4818;p2vb;Metro;?;o;2;0;Veni
4819;p2vb;Metro;?;o;2;0;Veni
5101;A4;Metro;?;o;2;0;Veni
5109;A4;Metro;?;o;2;0;Veni
5110;A4;Metro;?;o;2;0;Veni
5202;5vwo ;Metro;?;o;2;0;Veni
5214;5vwo ;Metro;?;o;2;0;Veni
5506;5VWO;Metro;?;o;2;0;Veni
5602;2M;Metro;?;o;2;0;Veni
5605;2M;Metro;?;o;2;0;Veni
5610;2M;Metro;?;o;2;0;Veni
6013;h4a;Metro;?;o;2;0;Veni
102;1;Metro;?;o;3;0;Veni
220;2;Metro;?;o;3;0;Veni
301;3;Metro;?;o;3;0;Veni
416;4;Metro;?;o;3;0;Veni
509;5;Metro;?;o;3;0;Veni
522;5;Metro;?;o;3;0;Veni
527;5;Metro;?;o;3;0;Veni
614;6;Metro;?;o;3;0;Veni
704;7;Metro;?;o;3;0;Veni
714;7;Metro;?;o;3;0;Veni
918;9;Metro;?;o;3;0;Veni
921;9;Metro;?;o;3;0;Veni
925;9;Metro;?;o;3;0;Veni
1002;10;Metro;?;o;3;0;Veni
1006;10;Metro;?;o;3;0;Veni
1211;12;Metro;;o;3;0;Veni
1307;13;Metro;?;o;3;0;Veni
1315;13;Metro;?;o;3;0;Veni
1418;14;Metro;?;o;3;0;Veni
1421;14;Metro;?;o;3;0;Veni
1703;17;Metro;?;o;3;0;Veni
1715;17;Metro;;o;3;0;Veni
1817;18;Metro;?;o;3;0;Veni
1825;18;Metro;?;o;3;0;Veni
1920;19;Metro;;o;3;0;Veni
2015;20;Metro;?;o;3;0;Veni
2104;21;Metro;;o;3;0;Veni
2304;23;Metro;?;o;3;0;Veni
2310;23;Metro;?;o;3;0;Veni
2413;MA3B ;Metro;?;o;3;0;Veni
2418;MA3B ;Metro;?;o;3;0;Veni
2420;MA3B ;Metro;?;o;3;0;Veni
2803;A3A;Metro;?;o;3;0;Veni
2813;A3A;Metro;?;o;3;0;Veni
2814;A3A;Metro;?;o;3;0;Veni
2820;A3A;Metro;?;o;3;0;Veni
2921;V4Vf;Metro;?;o;3;0;Veni
3011;MA3B;Metro;?;o;3;0;Veni
3102;H4NE3;Metro;?;o;3;0;Veni
3106;H4NE3;Metro;?;o;3;0;Veni
3112;H4NE3;Metro;?;o;3;0;Veni
3201;VG2A;Metro;?;o;3;0;Veni
3203;VG2A;Metro;?;o;3;0;Veni
3207;VG2A;Metro;?;o;3;0;Veni
3316;V3X;Metro;?;o;3;0;Veni
3711;hv3b;Metro;?;o;3;0;Veni
3718;hv3b;Metro;?;o;3;0;Veni
3803;A2B;Metro;?;o;3;0;Veni
3812;A2B;Metro;?;o;3;0;Veni
4009;v4hg;Metro;?;o;3;0;Veni
4106;h4b;Metro;?;o;3;0;Veni
4219;A2B;Metro;?;o;3;0;Veni
4402;2V2A;Metro;?;o;3;0;Veni
4722;V2BGS;Metro;?;o;3;0;Veni
5101;A4;Metro;?;o;3;0;Veni
5104;A4;Metro;?;o;3;0;Veni
5109;A4;Metro;?;o;3;0;Veni
5202;5vwo ;Metro;?;o;3;0;Veni
5214;5vwo ;Metro;?;o;3;0;Veni
5524;5VWO;Metro;?;o;3;0;Veni
5602;2M;Metro;?;o;3;0;Veni
5610;2M;Metro;?;o;3;0;Veni
5611;2M;Metro;?;o;3;0;Veni
6010;h4a;Metro;?;o;3;0;Veni
522;5;Metro;?;o;4;0;Veni
612;6;Metro;?;o;4;0;Veni
807;8;Metro;?;o;4;0;Veni
821;8;Metro;?;o;4;0;Veni
909;9;Metro;mensen zonder werk;o;4;0;Veni
914;9;Metro;?;o;4;0;Veni
918;9;Metro;?;o;4;0;Veni
921;9;Metro;?;o;4;0;Veni
925;9;Metro;?;o;4;0;Veni
1002;10;Metro;?;o;4;0;Veni
1006;10;Metro;?;o;4;0;Veni
1008;10;Metro;?;o;4;0;Veni
1101;11;Metro;?;o;4;0;Veni
1211;12;Metro;;o;4;0;Veni
1307;13;Metro;?;o;4;0;Veni
1315;13;Metro;?;o;4;0;Veni
1418;14;Metro;?;o;4;0;Veni
1701;17;Metro;?;o;4;0;Veni
1715;17;Metro;;o;4;0;Veni
1817;18;Metro;?;o;4;0;Veni
1825;18;Metro;?;o;4;0;Veni
1920;19;Metro;;o;4;0;Veni
2104;21;Metro;;o;4;0;Veni
2413;MA3B ;Metro;?;o;4;0;Veni
2418;MA3B ;Metro;?;o;4;0;Veni
2420;MA3B ;Metro;veel voedingsstoffen;o;4;0;Veni
2506;H4B;Metro;?;o;4;0;Veni
2803;A3A;Metro;?;o;4;0;Veni
2807;A3A;Metro;?;o;4;0;Veni
2813;A3A;Metro;?;o;4;0;Veni
2814;A3A;Metro;?;o;4;0;Veni
2820;A3A;Metro;?;o;4;0;Veni
2907;V4Vf;Metro;?;o;4;0;Veni
2921;V4Vf;Metro;?;o;4;0;Veni
3102;H4NE3;Metro;?;o;4;0;Veni
3106;H4NE3;Metro;?;o;4;0;Veni
3112;H4NE3;Metro;?;o;4;0;Veni
3201;VG2A;Metro;?;o;4;0;Veni
3203;VG2A;Metro;?;o;4;0;Veni
3207;VG2A;Metro;?;o;4;0;Veni
3319;V3X;Metro;?;o;4;0;Veni
3711;hv3b;Metro;?;o;4;0;Veni
3714;hv3b;Metro;?;o;4;0;Veni
3803;A2B;Metro;?;o;4;0;Veni
3808;A2B;Metro;?;o;4;0;Veni
3812;A2B;Metro;?;o;4;0;Veni
3823;A2B;Metro;?;o;4;0;Veni
4009;v4hg;Metro;?;o;4;0;Veni
4105;h4b;Metro;?;o;4;0;Veni
4106;h4b;Metro;?;o;4;0;Veni
4219;A2B;Metro;?;o;4;0;Veni
4301;havo4;Metro;?;o;4;0;Veni
4412;2V2A;Metro;?;o;4;0;Veni
4702;V2BGS;Metro;?;o;4;0;Veni
4722;V2BGS;Metro;?;o;4;0;Veni
4810;p2vb;Metro;?;o;4;0;Veni
5109;A4;Metro;?;o;4;0;Veni
5202;5vwo ;Metro;?;o;4;0;Veni
5214;5vwo ;Metro;?;o;4;0;Veni
5602;2M;Metro;?;o;4;0;Veni
5610;2M;Metro;?;o;4;0;Veni
5611;2M;Metro;?;o;4;0;Veni
6010;h4a;Metro;?;o;4;0;Veni
102;1;Metro;?;o;5;0;Veni
312;3;Metro;?;o;5;0;Veni
522;5;Metro;?;o;5;0;Veni
606;6;Metro;?;o;5;0;Veni
612;6;Metro;?;o;5;0;Veni
807;8;Metro;?;o;5;0;Veni
821;8;Metro;?;o;5;0;Veni
918;9;Metro;?;o;5;0;Veni
925;9;Metro;?;o;5;0;Veni
1002;10;Metro;?;o;5;0;Veni
1008;10;Metro;?;o;5;0;Veni
1101;11;Metro;?;o;5;0;Veni
1211;12;Metro;;o;5;0;Veni
1307;13;Metro;?;o;5;0;Veni
1314;13;Metro;?;o;5;0;Veni
1315;13;Metro;?;o;5;0;Veni
1418;14;Metro;?;o;5;0;Veni
1520;15;Metro;?;o;5;0;Veni
1706;17;Metro;?;o;5;0;Veni
1715;17;Metro;;o;5;0;Veni
1920;19;Metro;;o;5;0;Veni
2002;20;Metro;?;o;5;0;Veni
2017;20;Metro;?;o;5;0;Veni
2104;21;Metro;;o;5;0;Veni
2304;23;Metro;?;o;5;0;Veni
2413;MA3B ;Metro;?;o;5;0;Veni
2418;MA3B ;Metro;?;o;5;0;Veni
2506;H4B;Metro;?;o;5;0;Veni
2613;V2B;Metro;?;o;5;0;Veni
2615;V2B;Metro;?;o;5;0;Veni
2620;V2B;Metro;?;o;5;0;Veni
2803;A3A;Metro;?;o;5;0;Veni
2807;A3A;Metro;?;o;5;0;Veni
2813;A3A;Metro;?;o;5;0;Veni
2814;A3A;Metro;?;o;5;0;Veni
2820;A3A;Metro;?;o;5;0;Veni
2825;A3A;Metro;?;o;5;0;Veni
2921;V4Vf;Metro;?;o;5;0;Veni
3102;H4NE3;Metro;?;o;5;0;Veni
3106;H4NE3;Metro;?;o;5;0;Veni
3108;H4NE3;Metro;?;o;5;0;Veni
3112;H4NE3;Metro;?;o;5;0;Veni
3201;VG2A;Metro;?;o;5;0;Veni
3203;VG2A;Metro;?;o;5;0;Veni
3207;VG2A;Metro;?;o;5;0;Veni
3319;V3X;Metro;?;o;5;0;Veni
3711;hv3b;Metro;?;o;5;0;Veni
3714;hv3b;Metro;?;o;5;0;Veni
3803;A2B;Metro;?;o;5;0;Veni
3807;A2B;Metro;?;o;5;0;Veni
3808;A2B;Metro;?;o;5;0;Veni
3812;A2B;Metro;?;o;5;0;Veni
3824;A2B;Metro;?;o;5;0;Veni
4009;v4hg;Metro;?;o;5;0;Veni
4106;h4b;Metro;?;o;5;0;Veni
4110;h4b;Metro;?;o;5;0;Veni
4219;A2B;Metro;?;o;5;0;Veni
4301;havo4;Metro;?;o;5;0;Veni
4702;V2BGS;Metro;?;o;5;0;Veni
4718;V2BGS;Metro;?;o;5;0;Veni
4722;V2BGS;Metro;?;o;5;0;Veni
4810;p2vb;Metro;?;o;5;0;Veni
4813;p2vb;Metro;?;o;5;0;Veni
4815;p2vb;Metro;?;o;5;0;Veni
5109;A4;Metro;?;o;5;0;Veni
5202;5vwo ;Metro;?;o;5;0;Veni
5214;5vwo ;Metro;?;o;5;0;Veni
5520;5VWO;Metro;?;o;5;0;Veni
5610;2M;Metro;?;o;5;0;Veni
5611;2M;Metro;?;o;5;0;Veni
6010;h4a;Metro;?;o;5;0;Veni
105;1;Metro;verteren afval metrowagens in water;c;2;0;Veni
121;1;Metro;ontstaat er een ? Onderwater;c;2;0;Veni
202;2;Metro;geen afvoer hoeven en beter voor zeefauna en meer relief voor ameriaanse kust ;c;2;0;Veni
217;2;Metro;zijn er minder gerangeerde metro's;c;2;0;Veni
309;3;Metro;geen zandachtige bodem meer;c;2;0;Veni
313;3;Metro;om van het afval af te zijn;c;2;0;Veni
414;4;Metro;wordt de bodem verhoogd;c;2;0;Veni
424;4;Metro;worden ze niet afgebroken;c;2;0;Veni
428;4;Metro;minder metrowagens;c;2;0;Veni
432;4;Metro;hoeft er geen andere dump plaats gezocht te worden;c;2;0;Veni
508;5;Metro;afval makkelijk weg;c;2;0;Veni
528;5;Metro;geen onbruikbaar afval op het land;c;2;0;Veni
601;6;Metro;nadat het milieu vervuiling;c;2;0;Veni
607;6;Metro;afval niet ergens anders voor gebruiken;c;2;0;Veni
611;6;Metro;milieu vriendelijke afval verwerking;c;2;0;Veni
612;6;Metro;geen afval recycling;c;2;0;Veni
614;6;Metro;rijden ze niet meer in New York;c;2;0;Veni
804;8;Metro;is et niet recylebaar;c;2;0;Veni
821;8;Metro;is het centraal vervoer slechter geworde;c;2;0;Veni
906;9;Metro;afval kwijt van de wagens;c;2;0;Veni
909;9;Metro;mensen teleurgesteld;c;2;0;Veni
912;9;Metro;afvalstoffen gaan weg;c;2;0;Veni
1010;10;Metro;afval weg;c;2;0;Veni
1108;11;Metro;ander gebied ontstaan;c;2;0;Veni
1110;11;Metro;staan ze niet in de weg en nemen ruimte in;c;2;0;Veni
1111;11;Metro;kun je ze zien onderwater;c;2;0;Veni
1202;12;Metro;weinig relief bodem;c;2;0;Veni
1214;12;Metro;vervuiling zee;c;2;0;Veni
1215;12;Metro;reliëf op de zeebodem;c;2;0;Veni
1402;14;Metro;geen vervuiling;c;2;0;Veni
1404;14;Metro;hoger zee niveau;c;2;0;Veni
1412;14;Metro;geen vervuiling boven water;c;2;0;Veni
1417;14;Metro;veel drukte;c;2;0;Veni
1506;15;Metro;minder afval boven de zee;c;2;0;Veni
1509;15;Metro;soort rif;c;2;0;Veni
1516;15;Metro;zijn ze er na vanaf;c;2;0;Veni
1519;15;Metro;meer afval;c;2;0;Veni
1608;16;Metro;hoeft het afval niet verbrand te worden;c;2;0;Veni
1701;17;Metro;is er minder plastic in de zee?;c;2;0;Veni
1703;17;Metro;wordt het afval vanzelf opgeruimd;c;2;0;Veni
1812;18;Metro;makreel en oplosbaar;c;2;0;Veni
1917;19;Metro;afvalstoffen goed opgeborgen;c;2;0;Veni
1923;19;Metro;hoeven ze niet bij het afval;c;2;0;Veni
2017;20;Metro;minder afval;c;2;0;Veni
2019;20;Metro;een soort onderwater reliëf gekregen;c;2;0;Veni
2109;21;Metro;makkelijk te afval;c;2;0;Veni
2112;21;Metro;minder kosten voor afval;c;2;0;Veni
2212;22;Metro;geen redbirds meer;c;2;0;Veni
2310;23;Metro;meer reliëf op oceaanbodem;c;2;0;Veni
2328;23;Metro;waren uitgerangeerd ;c;2;0;Veni
2603;V2B;Metro;minder vervuiling op het land;c;2;0;Veni
2620;V2B;Metro;worden zeeën minder diep;c;2;0;Veni
2621;V2B;Metro;lagen er oppeens rode metro's op de bodem;c;2;0;Veni
2921;V4Vf;Metro;zijn er metrowagens in het water;c;2;0;Veni
2923;V4Vf;Metro;afval in de oceaan;c;2;0;Veni
3009;MA3B;Metro;zijn we ze nu kwijt;c;2;0;Veni
3101;H4NE3;Metro;veel afval in de zee;c;2;0;Veni
3108;H4NE3;Metro;meer sendiment (?);c;2;0;Veni
3201;VG2A;Metro;is het water vervuild;c;2;0;Veni
3218;VG2A;Metro;hebben ze minder last van de wagens op het vaste land;c;2;0;Veni
3305;V3X;Metro;verloren ze hun kleur;c;2;0;Veni
3323;V3X;Metro;komt er meer afval in het water en de kust;c;2;0;Veni
3726;hv3b;Metro;is de zeebodem bedekt;c;2;0;Veni
3803;A2B;Metro;veel relief;c;2;0;Veni
4009;v4hg;Metro;meer afval;c;2;0;Veni
4017;v4hg;Metro;kwam er een zee-… bij;c;2;0;Veni
4028;v4hg;Metro;meer relief;c;2;0;Veni
4110;h4b;Metro;heeft de bodem meer relief gekregen;c;2;0;Veni
4216;A2B;Metro;zijn er minder rode wagons;c;2;0;Veni
4229;A2B;Metro;ze komen op abyssale bodem;c;2;0;Veni
4307;havo4;Metro;niet moeilijk doen over weggooien;c;2;0;Veni
4315;havo4;Metro;minder kosten om te slopen;c;2;0;Veni
4409;2V2A;Metro;zijn er mensen overleden;c;2;0;Veni
4410;2V2A;Metro;mensen overleden;c;2;0;Veni
4720;V2BGS;Metro;werd het veilger gemaakt;c;2;0;Veni
4722;V2BGS;Metro;zeefauna gaat weg;c;2;0;Veni
4813;p2vb;Metro;is er nu meer relief op de zeebodem;c;2;0;Veni
4815;p2vb;Metro;zijn ze red birds genoemd;c;2;0;Veni
4822;p2vb;Metro;meer relief op de zeebodem;c;2;0;Veni
5104;A4;Metro;meer relief;c;2;0;Veni
5106;A4;Metro;wordt het vuil makkelijker verwijdert;c;2;0;Veni
5520;5VWO;Metro;geen wagens meer;c;2;0;Veni
5524;5VWO;Metro;relief op orde gebracht bij vs;c;2;0;Veni
5607;2M;Metro;beter;c;2;0;Veni
5611;2M;Metro;paniek;c;2;0;Veni
5613;2M;Metro;is er meer relief;c;2;0;Veni
6006;h4a;Metro;meer zand in de oceaan;c;2;0;Veni
6010;h4a;Metro;goed relief op de bodem;c;2;0;Veni
6023;h4a;Metro;gaan afvalstoffen in de metro's in de oceaan;c;2;0;Veni
104;1;Metro;restafval in zeebodem;c;3;0;Veni
112;1;Metro;veel kunstmatige zeebodem;c;3;0;Veni
127;1;Metro;ontstaat meer relief;c;3;0;Veni
218;2;Metro;groei van water-planten;c;3;0;Veni
228;2;Metro;minder reliëf;c;3;0;Veni
304;3;Metro;meer groen op de bodem ipv zand;c;3;0;Veni
305;3;Metro;ontstaat er kunstmati reliëf op de zeebodem;c;3;0;Veni
313;3;Metro;om het zandgebied levendiger te maken;c;3;0;Veni
314;3;Metro;meer reliëf op zeebodem;c;3;0;Veni
317;3;Metro;meer stoffen in de bodem;c;3;0;Veni
407;4;Metro;rif van wagons;c;3;0;Veni
415;4;Metro;meer reliëf ;c;3;0;Veni
501;5;Metro;hardere beodems ipv zand;c;3;0;Veni
524;5;Metro;is het zeebodem oppervlak niet meer vlak;c;3;0;Veni
528;5;Metro;meer relief op zeebodem voor vs;c;3;0;Veni
601;6;Metro;zijn er ? Zonder metrowagens;c;3;0;Veni
602;6;Metro;meer relief op zeebodem;c;3;0;Veni
611;6;Metro;bodem niet meer helemaal vlak;c;3;0;Veni
708;7;Metro;veel leefruimte;c;3;0;Veni
719;7;Metro;betere grond voor organismen;c;3;0;Veni
804;8;Metro;licht het op de bodem van de oceaan;c;3;0;Veni
812;8;Metro;meer reliëf op zeebodem;c;3;0;Veni
817;8;Metro;sterker reliëf;c;3;0;Veni
821;8;Metro;gebruiken ze nu treinen;c;3;0;Veni
909;9;Metro;economie acheruit;c;3;0;Veni
1005;10;Metro;er bestond nu veel meer relief op de bodem;c;3;0;Veni
1111;11;Metro;liggen ze op de bodem van de zee;c;3;0;Veni
1203;12;Metro;meer reliëf op de zeebodem;c;3;0;Veni
1207;12;Metro;er ontstaat reliëf op de zeebodem;c;3;0;Veni
1214;12;Metro;metrowgens blijven op bodem liggen;c;3;0;Veni
1318;13;Metro;is er extra reliëf gecreërd;c;3;0;Veni
1404;14;Metro;rif;c;3;0;Veni
1417;14;Metro;grote kusten;c;3;0;Veni
1506;15;Metro;beter leefbaar voor dieren;c;3;0;Veni
1509;15;Metro;meer reliëf;c;3;0;Veni
1514;15;Metro;liggen er nu metrowagens op de bodem;c;3;0;Veni
1516;15;Metro;er is nu reliëf ;c;3;0;Veni
1519;15;Metro;er ligt nu afval in e zee wat we anderes niet kwijt konden;c;3;0;Veni
1520;15;Metro;vruchtbare zeegrond;c;3;0;Veni
1705;17;Metro;giftige stoffen komen vrij;c;3;0;Veni
1812;18;Metro;slecht voor milieu;c;3;0;Veni
1907;19;Metro;400x grotere…?;c;3;0;Veni
1921;19;Metro;de zeeboedem heeft meer relief gekregen;c;3;0;Veni
1923;19;Metro;komen ze vast te zitten in het zand van de oceaan;c;3;0;Veni
2019;20;Metro;leefbaar voor dieren die water moeten;c;3;0;Veni
2107;21;Metro;vlkke zeebodem;c;3;0;Veni
2108;21;Metro;planten op de wagons;c;3;0;Veni
2112;21;Metro;meer relief;c;3;0;Veni
2114;21;Metro;veel meer werk;c;3;0;Veni
2118;21;Metro;zijn er onderbrekingen in het water;c;3;0;Veni
2205;22;Metro;metrowagons trekken soorten aan;c;3;0;Veni
2328;23;Metro;meer relief in de zee;c;3;0;Veni
2401;MA3B ;Metro;meer reliëf;c;3;0;Veni
2411;MA3B ;Metro;meer afval in het water;c;3;0;Veni
2422;MA3B ;Metro;blijven ze op de bodem liggen;c;3;0;Veni
2620;V2B;Metro;gaan planten dood;c;3;0;Veni
2621;V2B;Metro;noemen ze die (ben de naam vergeten);c;3;0;Veni
2807;A3A;Metro;gaat vervuiling weg;c;3;0;Veni
2902;V4Vf;Metro;meer relief op de bodem;c;3;0;Veni
2907;V4Vf;Metro;wordt er een barricade gevormd;c;3;0;Veni
2908;V4Vf;Metro;er komt gif vrij in zee;c;3;0;Veni
2924;V4Vf;Metro;geen afval meer;c;3;0;Veni
3001;MA3B;Metro;is er meer relief in het landschap;c;3;0;Veni
3003;MA3B;Metro;meer relief op zeebodem;c;3;0;Veni
3004;MA3B;Metro;is er een relief gekomen;c;3;0;Veni
3009;MA3B;Metro;komt er meer relief;c;3;0;Veni
3010;MA3B;Metro;afgedankt;c;3;0;Veni
3012;MA3B;Metro;voeding stoffen in zee;c;3;0;Veni
3101;H4NE3;Metro;het riff zat niet goed;c;3;0;Veni
3108;H4NE3;Metro;meer algen;c;3;0;Veni
3205;VG2A;Metro;meer relief;c;3;0;Veni
3218;VG2A;Metro;liggen er veel wagens op de bodem van de oceaan;c;3;0;Veni
3222;VG2A;Metro;is er meer relief gekomen;c;3;0;Veni
3703;hv3b;Metro;makkelijk opgeruimt;c;3;0;Veni
3707;hv3b;Metro;belanden de wagens op de bodem;c;3;0;Veni
3709;hv3b;Metro;kwam er gif in het water;c;3;0;Veni
3714;hv3b;Metro;worden ze gerenoveerd;c;3;0;Veni
3721;hv3b;Metro;ontstaat er relief op de bodem;c;3;0;Veni
3726;hv3b;Metro;plankton kan niet goed meer leven;c;3;0;Veni
3824;A2B;Metro;kunnen er vissen in leven;c;3;0;Veni
4013;v4hg;Metro;meer koraal op zeebodem;c;3;0;Veni
4020;v4hg;Metro;platte zeebodem dus weinig leven;c;3;0;Veni
4101;h4b;Metro;kunstmatig zee …. (?) gemaakt;c;3;0;Veni
4122;h4b;Metro;komt relief;c;3;0;Veni
4124;h4b;Metro;kunnen ze de metro's kwijt;c;3;0;Veni
4206;A2B;Metro;ontstont er relief;c;3;0;Veni
4212;A2B;Metro;ontstaat er vanzelf meer koraal;c;3;0;Veni
4215;A2B;Metro;onstond er een oppervlakte;c;3;0;Veni
4216;A2B;Metro;ontstaat er meer relief;c;3;0;Veni
4303;havo4;Metro;groeien er planten op;c;3;0;Veni
4404;2V2A;Metro;ontstaan algen;c;3;0;Veni
4408;2V2A;Metro;nieuwe metrowagens;c;3;0;Veni
4409;2V2A;Metro;zeevervuiling;c;3;0;Veni
4410;2V2A;Metro;zeevervuiling;c;3;0;Veni
4411;2V2A;Metro;verandert het relief;c;3;0;Veni
4412;2V2A;Metro;waren ze in 1 keer van de troep af;c;3;0;Veni
4702;V2BGS;Metro;relief;c;3;0;Veni
4712;V2BGS;Metro;wordt er langzaam steeds meer koraal op de metro's aangemaakt;c;3;0;Veni
4716;V2BGS;Metro;is er veel relief in de oceaan;c;3;0;Veni
4718;V2BGS;Metro;meer relief in de zee;c;3;0;Veni
4720;V2BGS;Metro;meer leefgebied voor vissen;c;3;0;Veni
4810;p2vb;Metro;ontstaat er meer relief;c;3;0;Veni
4818;p2vb;Metro;groeien er planten op;c;3;0;Veni
5108;A4;Metro;meer leefgebied in de zee;c;3;0;Veni
5213;5vwo ;Metro;onstaan van relief op de bodem;c;3;0;Veni
5505;5VWO;Metro;de resten blijven liggen op de bodem;c;3;0;Veni
5506;5VWO;Metro;afval stort;c;3;0;Veni
5518;5VWO;Metro;krijg je meer relief;c;3;0;Veni
5605;2M;Metro;nu verschil in relief;c;3;0;Veni
5607;2M;Metro;einde zeebodem;c;3;0;Veni
5613;2M;Metro;komen er nieuwe metrowagens ;c;3;0;Veni
6006;h4a;Metro;meer relief in de oceaan;c;3;0;Veni
6023;h4a;Metro;vormt het een relief;c;3;0;Veni
6025;h4a;Metro;meer algen op de alg arme bodem;c;3;0;Veni
102;1;Metro;vissen gevangen;c;4;0;Veni
220;2;Metro;meer ruimte;c;4;0;Veni
313;3;Metro;kamen er meer algen;c;4;0;Veni
414;4;Metro;ontstaan er zeedieren;c;4;0;Veni
528;5;Metro;betere leef-omstandigheden voor bepaalde organismen;c;4;0;Veni
601;6;Metro;zijn er meer nite zonder metrowagens;c;4;0;Veni
611;6;Metro;kunnen koraal en andere zeedieren zich beter ontwikkelen;c;4;0;Veni
705;7;Metro;rif voor new york verdubbeld;c;4;0;Veni
713;7;Metro;blijft plankton en zee-fauna hangen;c;4;0;Veni
804;8;Metro;wordt het aangetrokken door algen en plankton;c;4;0;Veni
1108;11;Metro;bodem veranderd;c;4;0;Veni
1111;11;Metro;vervuilt het de zee;c;4;0;Veni
1119;11;Metro;betere bodem voordieren om te leven;c;4;0;Veni
1214;12;Metro;vorming van reliëf op zeebodem;c;4;0;Veni
1404;14;Metro;vis;c;4;0;Veni
1412;14;Metro;meer leefruimte;c;4;0;Veni
1417;14;Metro;slechte raam;c;4;0;Veni
1713;17;Metro;er is meer leefgebied voor vissen;c;4;0;Veni
1907;19;Metro;zandere oceaanbodem geeft meer leefruimte;c;4;0;Veni
2009;20;Metro;mee eten voor vis;c;4;0;Veni
2017;20;Metro;groei van 400x sinds 2001;c;4;0;Veni
2020;20;Metro;is er meer leefruimte voor kleine zeedieren;c;4;0;Veni
2112;21;Metro;koraal;c;4;0;Veni
2114;21;Metro;meer kosten;c;4;0;Veni
2210;22;Metro;meer vruchtbaarheid;c;4;0;Veni
2304;23;Metro;minder algen en zeefauna;c;4;0;Veni
2314;23;Metro;algengroei bij de metrostellen;c;4;0;Veni
2620;V2B;Metro;is er minder voedsel;c;4;0;Veni
